NCMs;CFOPs;Descrição;Monofásico?;Data
 3402-90-39;5102.0;DESENGORDURANTE AZULIM LIMPEZA PESADA  550ml START;Não;05/10/2019
 3402-90-39;5102.0;LIMPA VIDROS AZULIM SPRAY 500 ML;Não;30/11/2019
 3402-90-39;5102.0;LIMPADOR PERFUMADO AZULIM - FELICIDADE 500 ml;Não;24/12/2019
 3402-90-39;5102.0;LIMPADOR PERFUMADO AZULIM ALEGRIA 500 ML;Não;30/01/2020
 3402-90-39;5102.0;MULTIUSO AZULIM LIMAO 500 ML;Não;30/01/2020
 3402-90-39;5102.0;MULTIUSO AZULIM FLORATA 500 ML;Não;30/01/2020
 3402-90-39;5102.0;LIMPADOR PERFUMADO AZULIM CARINHO 500ml START;Não;30/01/2020
 3405-20-00;5405.0;LUSTRA MOVEIS AZULIM MULTIBRILHO 200 ml LAVAN;Não;15/08/2019
 3405-20-00;5102.0;CERA AUTO BRIBLO POLYLAR INCOLOR 750 ml;Não;07/10/2019
 3405-20-00;5102.0;CERA  LIQUIDA  VERMELHA  POLYLAR 750ml;Não;11/10/2019
 3405-20-00;5405.0;REVITALIZADOR DE PNEUS INDY 500 ML;Não;09/11/2019
 3405-20-00;5102.0;CERA LIQUIDA  INCOLOR  POLYLAR 750ml;Não;27/12/2019
 3405-90-00;5102.0;SILICONE GEL V8 200G AUTOMOTIVO;Não;28/08/2019
 3506-10-10;5102.0;ADESIVO 20GR ALMASUPER AEP401;Não;17/12/2019
 3506-10-90;5405.0;COLA PVC BISNAGA 75G AMAZONAS;Não;01/08/2019
 3506-10-90;5102.0;COLA BRANCA AMAZONAS UNIVERSAL 500 GR;Não;01/08/2019
 3506-10-90;5405.0;ADESIVO JUNTAS MOTORES 73GR;Não;02/08/2019
 3506-10-90;5405.0;COLA JUNTAS 525 BRASCOLA;Não;02/08/2019
 3506-10-90;5405.0;COLA CONTATO ADESIVO AMAZONAS  200g;Não;05/08/2019
 3506-10-90;5102.0;COLA PVC BISNAGA 17;Não;09/08/2019
 3506-10-90;5405.0;ARALDITE 23 G 90 MIN PROFISSIONAL;Não;10/08/2019
 3506-10-90;5102.0;SILICONE INCOLOR WB-4 50GR;Não;15/08/2019
 3506-10-90;5102.0;SILICONE ALTA TEMPERATURA  50g;Não;15/08/2019
 3506-10-90;5405.0;DUREPOXI 100g   ALBA;Não;19/08/2019
 3506-10-90;5102.0;COLA VINIL 75G AMAZONAS;Não;19/08/2019
 3506-10-90;5405.0;COLA MADEIRA 100g   PULVITEC;Não;21/08/2019
 3506-10-90;5405.0;DUREPOXI 50 GR   ALBA;Não;26/08/2019
 3506-10-90;5405.0;COLA UNIUM P/REMENDOS A FRIO 20 ml - TUBO;Não;31/08/2019
 3506-10-90;5405.0;COLA BRANCA CASCOREZ UNIV. PVA 500g;Não;01/10/2019
 3506-10-90;5405.0;ARALDITE HOBBY 10 MIM  16g;Não;11/11/2019
 3506-10-90;5405.0;SILICONE ALTA TEMP.  50g;Não;01/12/2019
 3506-10-90;5405.0;ADESIVO CONT. CASCOLA TRADIC. S/TOLUOL 230 ml;Não;13/12/2019
 3506-10-90;5405.0;FIXADOR CAL;Não;18/12/2019
 3506-91-10;5102.0;VEDA CALHA MUNDIAL PRIME ALUMINIO  270G;Não;12/11/2019
 3506-91-10;5102.0;COLA CONTATO KISAFIX 200 G C/TOLUENO;Não;03/01/2020
 3506-91-10;5102.0;ADESIVO P/ JUNTAS DE MOTOR WB-45 GAS/ALC/DIESEL;Não;25/01/2020
 3506-91-10;5102.0;VEDA CALHA ALUMINIO 280 GR;Não;27/01/2020
 3506-91-90;5102.0;RATOEIRA COLA RATO;Não;11/09/2019
 3506-91-90;5102.0;FITA ACRILICA DUPLA FACE INT/EXT ADERE;Não;13/11/2019
 3507-10-00;5405.0;COAGULANTE LIQUIDO HA-LA 200 ML;Não;24/10/2019
 3509-91-10;5405.0;VEDA CALHA  ALUMINIO 270 GR;Não;23/10/2019
 3808-59-10;5405.0;GRAO VERDE FORMICIDA 10x50g (500g)  DIPIL;Não;07/10/2019
 3808-91-19;5102.0;K-OTHRINE SC 25 30 ML;Não;05/08/2019
 3808-91-19;5405.0;NITROCID 50 GR   NITROSIN;Não;09/08/2019
 3808-91-19;5102.0;ATTAMIX 400 P FORMICIDA PO ROSA - 1 KG;Não;14/08/2019
 3808-91-19;5405.0;FORMICIDA ISCA GRANULADA FORMIMAX 10 x 50GR;Não;16/08/2019
 3808-91-19;5405.0;MALATHION 500 CE 100ml   NITROSIN;Não;01/10/2019
 3808-91-19;5405.0;K-OTHRINE PO 100 G.;Não;01/12/2019
 3808-91-19;5102.0;ZUUM - ISCA MOSQUICIDA GRANULADA;Não;01/12/2019
 3808-91-19;5102.0;MORTEX MULTI INSETICIDA 300 ML;Não;08/12/2019
 3808-91-19;5102.0;FORMICIDA MADREGAN 40 1000g DIPIL;Não;19/12/2019
 3808-91-92;5102.0;COURO LIMPO POUR ON LITRO;Não;09/09/2019
 3808-91-92;5102.0;COURO LIMPO 250ML;Não;13/09/2019
 3808-91-92;5102.0;JIMO CUPIM AEROSOL 400ml;Não;17/09/2019
 3808-91-92;5102.0;UNGUENTO PLUS AEROSOL 400 ML   PEARSON;Não;17/09/2019
 3808-91-92;5102.0;STRAIK MULTI INSETICIDA AEROSOL 400 ML;Não;18/09/2019
 3808-91-92;5102.0;COURO LIMPO 100ML;Não;18/09/2019
 3808-91-92;5405.0;BIO-CIPER 6% POUR-ON  1LT   BIOVET;Não;01/10/2019
 3808-91-92;5102.0;CYPERMIL POUR-ON 1000 ML   OUROFINO;Não;11/10/2019
 3808-91-92;5102.0;COURO LIMPO 25 ML;Não;17/10/2019
 3808-91-92;5102.0;ALATOX  100ml   FORT DODGE;Não;04/12/2019
 3808-91-92;5102.0;TANICID PO 200gr   INDUBRAS;Não;13/12/2019
 3808-91-92;5102.0;CUPINICIDA NITROSIN 100ML;Não;21/12/2019
 3808-91-92;5102.0;MAXIMO POUR-ON  1 LT   BIOVET;Não;03/01/2020
 3808-91-92;5405.0;CUPINICIDA LIQUIDO NITROSIN 1 LT;Não;11/01/2020
 3808-91-92;5102.0;ALATOX  050ml   FORT DODGE;Não;22/01/2020
 3808-91-96;5102.0;MATA BICHEIRA FORT SV  500 ML   ZOETIS;Não;11/09/2019
 3808-91-96;5102.0;UNGUENTO FRIEZOL 250GR;Não;01/10/2019
 3808-91-96;5102.0;MATA BICHEIRA FORT SV 500 ML ZOETIS;Não;10/01/2020
 3808-91-99;5102.0;BUTOX P CE 25  20ml;Não;10/08/2019
 3808-91-99;5102.0;FORMITOL GEL 10 GR;Não;12/08/2019
 3808-91-99;5102.0;PROPOXUR 1% 100 GR;Não;05/11/2019
 3808-91-99;5102.0;BARATOL GEL 10 GR;Não;11/11/2019
 3808-91-99;5405.0;FORTEX FORMICIDA ISCA 500 GR;Não;27/01/2020
 3808-93-24;5102.0;GLIFOSATO 1 LT;Não;11/10/2019
 3808-94-19;5102.0;DESINFETANTE FLORAL  500ml   URCA;Não;10/08/2019
 3808-94-19;5102.0;DESINFETANTE LAVANDA  500ml   URCA;Não;10/08/2019
 3808-94-19;5102.0;DESINFETANTE AZULIM EUCALIPTO 2 lt;Não;31/08/2019
 3808-94-19;5405.0;PEDRA SANITARIA JASMIM 25 GR;Não;05/09/2019
 3808-94-19;5405.0;PEDRA SANITARI EUCALIPTO 25 G;Não;09/10/2019
 3808-94-19;5102.0;DESINFETANTE VOREL 500 ML LAVANDA;Não;09/10/2019
 3808-94-19;5102.0;LIMPADOR DESINF GEL AZULIM RELVA 500 g;Não;17/10/2019
 3808-94-19;5405.0;CLORO GRANULADO PISCINA HTH;Não;19/10/2019
 3808-94-19;5102.0;DESINFETANTE AZULIM FLORATA 1 LT;Não;23/10/2019
 3808-94-19;5102.0;DESINFETANTE VOREL PINHO  2 LTS   START;Não;31/10/2019
 3808-94-19;5102.0;CLORO ESTAB/DICLORO 3 X 1 GENCO;Não;31/10/2019
 3808-94-19;5102.0;DESINFETANTE AZULIM EUCALIPTO 1 LT;Não;12/11/2019
 3808-94-19;5102.0;DESINFETANTE PINHO TROP PINHO 1 LITRO;Não;12/12/2019
 3808-94-19;5405.0;PASTILHA TRICLORO TRIPLA AÇAO  200g;Não;31/12/2019
 3808-94-19;5102.0;DESINFETANTE VOREL PINHO 2 LTS START;Não;30/01/2020
 3808-94-29;5102.0;BENZOCREOL 1 LT;Não;14/08/2019
 3808-94-29;5102.0;CREOLINA PEARSON 050 ML;Não;22/09/2019
 3808-94-29;5102.0;CREOLINA PEARSON 500 ML;Não;26/09/2019
 3808-94-29;5102.0;BENZOCREOL 500 ML;Não;31/12/2019
 3808-99-91;5102.0;TRIATOX PULVERIZAÇAO 200 ML;Não;09/08/2019
 3808-99-91;5102.0;TRIATOX CAES 40 ML;Não;20/09/2019
 3808-99-96;5102.0;RATICIDA MAKI SOFT BAIT 20 X 10GR;Não;01/08/2019
 3808-99-96;5102.0;RATICIDA MAKI 25 G;Não;01/08/2019
 3808-99-99;5102.0;NEGUVON 20 GR;Não;01/08/2019
 3808-99-99;5102.0;ORGANNACT PRATA 500 ML;Não;15/08/2019
 3808-99-99;5102.0;TANIDIL 200 GR;Não;30/08/2019
 3808-99-99;5102.0;COURO LIMPO PRATA 500 ML;Não;03/12/2019
 3808-99-99;5102.0;NEGUVON + ASUNTOL PLUS  100 GR;Não;02/01/2020
 3809-91-90;5405.0;AMACIANTE TUFF PLUS AZUL 2 lt;Não;13/08/2019
 3809-91-90;5102.0;TUFF PLUS AMACIANTE 500 ML;Não;15/08/2019
 3809-91-90;5102.0;AMACIANTE TUFF PLUS ALGODAO  2 LTS;Não;04/11/2019
 3814-00-90;5405.0;THINNER EUCATEX 9116 900 ML;Não;07/01/2020
 3819-00-00;5102.0;FLUIDO FREIO DOT 3 500ML;Não;23/12/2019
 3819-00-00;5102.0;FLUIDO FREIO DOT 4 500ML;Não;20/01/2020
 3824-40-00;5102.0;VEDA CALHA ALUMINIO 270 GR;Não;30/08/2019
 3824-99-41;5102.0;DESENGRIPANTE SPRAY LUB 280 ML;Não;08/08/2019
 3824-99-41;5102.0;SOLUÇAO ACIDA START LIMPEZA PESADA 1 lt;Não;30/08/2019
 3824-99-41;5405.0;DESENGRIPANTE SPRAY LUB PRO 300ml;Não;26/10/2019
 3824-99-41;5102.0;DESENGRIPANTE SPRAY 300ml;Não;28/11/2019
 3909-50-29;5102.0;BLOCO DE ESPUMA MULTIUSO - ROMA;Não;01/10/2019
 3909-50-29;5102.0;BLOCO DE ESPUMA 18X12CM CAST  - 054;Não;23/11/2019
 3910-00-19;5102.0;LUBRIFICANTE LUBE CERA 60ML;Não;10/09/2019
 3910-00-21;5405.0;BORRACHA PANELA PRESSAO MULTIUSO 4,5 LTS  LNV;Não;15/01/2020
 3910-00-90;5102.0;SILICONE LIQ. TRADICIONAL EVO BRILHO WB62 100 ML;Não;09/11/2019
 3916-90-10;5405.0;FIO CORTAR GRAMA LARANJA  3,0mm QUADRADO;Não;24/10/2019
 3916-90-10;5405.0;FIO CORTE GRAMA VM 2,0 mm;Não;05/12/2019
 3917-21-00;5102.0;MANGUEIRA PRETA  3/4´´ X 2,0mm   POLITUBOS;Não;20/09/2019
 3917-21-00;5405.0;CONDUITE CORRUGADO CINZA 5/8  METRO;Não;02/10/2019
 3917-21-00;5102.0;CONDUITE CORRUGADO CINZA 1;Não;03/10/2019
 3917-21-00;5102.0;MANGUEIRA PRETA 3/4 X 2,0mm POLITUBOS;Não;28/11/2019
 3917-21-00;5102.0;MANGUEIRA PRETA 1 X 2,5mm POLITUBOS;Não;06/01/2020
 3917-23-00;5405.0;TUBO SOLDAVEL 20mm X 6m   KRONA;Não;19/08/2019
 3917-23-00;5405.0;TUBO ESGOTO 40 mm - 6m - PLASTILIT/PLASTUBOS;Não;23/08/2019
 3917-23-00;5405.0;TUBO SOLDAVEL 25mm X 6m PLASTILIT/PLASTUBOS;Não;02/09/2019
 3917-23-00;5405.0;TUBO ESGOTO 100mm X 6m PRIMARIO PLASTILIT;Não;12/09/2019
 3917-23-00;5102.0;LUVA PRESSAO MANG. CORRUG.  20mm   KRONA;Não;13/09/2019
 3917-23-00;5405.0;TUBO SOLDAVEL 20mm X 6m   PLASTILIT/PLASTUBOS;Não;18/09/2019
 3917-23-00;5405.0;TUBO ESGOTO 50 mm C/6 m - PLASTILIT;Não;05/10/2019
 3917-23-00;5405.0;TUBO ESGOTO 75mm X 6m   PLASTILIT/PLASTUBOS;Não;05/10/2019
 3917-23-00;5405.0;TUBO ELETRODUTO ROSCA 1/2  x 3 MTS   KRONA;Não;17/10/2019
 3917-23-00;5102.0;TUBO SOLDAVEL 20mm X 6m KRONA;Não;14/01/2020
 3917-29-00;5102.0;MANGUEIRA COMBUSTIVEL SILICONADA 5 X 2,5;Não;24/12/2019
 3917-31-00;5405.0;CONDUITE CORRUGADO CZA. 5/8  50mts;Não;04/09/2019
 3917-31-00;5405.0;CONDUITE CORRUGADO CINZA 3/4  METRO;Não;24/10/2019
 3917-32-29;5405.0;BARRA CANALETA  20 X 10 X 2m  BCA   ILUMI;Não;10/09/2019
 3917-32-90;5405.0;MANGUEIRA GAS TRANÇADA 1,20 MT   PLASBOHN;Não;12/08/2019
 3917-32-90;5102.0;MANGUEIRA FLEXIVEL 12 x20mm LARANJA AFA;Não;13/08/2019
 3917-32-90;5405.0;MANGUEIRA FLEXIVEL 1/2 x2,0mm LARANJA   AFA;Não;26/08/2019
 3917-32-90;5102.0;MANGUEIRA GAS TRANCADA 1,20 MT PLASBOHN;Não;28/10/2019
 3917-32-90;5405.0;LONA PRETA 04 MTS LARGURA;Não;07/12/2019
 3917-33-00;5405.0;MANGUEIRA PRETA 3/4   PESADA;Não;09/01/2020
 3917-39-00;5102.0;MANGUEIRA FLEXIVEL 34 x20mm SUNFLEX;Não;13/08/2019
 3917-39-00;5102.0;MANGUEIRA FLEXIVEL 3/4 x2,0mm SUNFLEX;Não;23/08/2019
 3917-39-00;5405.0;MANGUEIRA MULTIUSO TRANÇ. 3/8x3;Não;28/08/2019
 3917-39-00;5405.0;MANGUEIRA CRISTAL 5/16 x 1,5    AFA;Não;12/09/2019
 3917-39-00;5102.0;MANGUEIRA FLEXIVEL 1/2x2,0mm LARANJA PERSONALIZADA;Não;17/09/2019
 3917-39-00;5102.0;MANGUEIRA TRANÇADA AZUL 1/2 x2mm POLICEU;Não;11/11/2019
 3917-40-00;5405.0;TE INTERNO PTO MANGUEIRA 3/4;Não;10/08/2019
 3917-40-10;5405.0;ADAPTADOR REDUÇÃO PE 3/4 X 1/2;Não;10/08/2019
 3917-40-10;5405.0;ADAPTADOR CURTO SOLD C/ROSCA 40mm X 1 1/4;Não;13/11/2019
 3917-40-90;5102.0;ADAPTADOR INTERNO R EXTERNA MANG PTA 12;Não;01/08/2019
 3917-40-90;5405.0;ADAPTADOR INTERNO R. EXTERNA MANG. PTA   1/2;Não;01/08/2019
 3917-40-90;5102.0;LUVA REDUÇAO BRANCA 3/4 X 1/2;Não;01/08/2019
 3917-40-90;5405.0;JOELHO 90 ESGOTO 040mm  KRONA;Não;05/08/2019
 3917-40-90;5405.0;TE CURTO ESGOTO 040mm X 40mm  PLASTILIT;Não;05/08/2019
 3917-40-90;5405.0;BUCHA REDUÇAO LONGA ESG. 50 X 40mm;Não;06/08/2019
 3917-40-90;5405.0;SIFAO SANFONADO UNIVERSAL DUPLO   PLASBOHN;Não;06/08/2019
 3917-40-90;5102.0;REDUÇAO UNIAO INTERNA PTA MANGUEIRA 3/4 x1/2;Não;09/08/2019
 3917-40-90;5405.0;CAIXA SIFONADA GRELHA QUAD 150X150X50mm  HERC;Não;09/08/2019
 3917-40-90;5405.0;JOELHO 90 SOLD 32mm (1 )  KRONA;Não;12/08/2019
 3917-40-90;5405.0;ADAPTADOR CURTO SOLD C/ROSCA 25mm X 3/4;Não;12/08/2019
 3917-40-90;5405.0;ADAPTADOR CURTO SOLD C/ROSCA 32mm X 1;Não;12/08/2019
 3917-40-90;5102.0;LUVA SOLD 32mm (1 );Não;12/08/2019
 3917-40-90;5405.0;BUCHA REDUÇAO CURTA SOLD  32 X 25mm;Não;12/08/2019
 3917-40-90;5102.0;REDUCAO BUCHA ROSCA BCA 34 X 12 TODOS;Não;13/08/2019
 3917-40-90;5102.0;ADAPTADOR SOLDAVEL CX D AGUA 20x12 KRONA;Não;13/08/2019
 3917-40-90;5405.0;UNIAO INTERNA PTA MANGUEIRA 1/2;Não;13/08/2019
 3917-40-90;5405.0;ADAPTADOR SOLDAVEL CX D´AGUA 20x1/2 KRONA;Não;13/08/2019
 3917-40-90;5405.0;BRAÇO CHUVEIRO PVC  35 CM KRONA;Não;15/08/2019
 3917-40-90;5405.0;SIFAO UNIVERSAL FLEXIVEL  EXTENSIVEL;Não;17/08/2019
 3917-40-90;5102.0;VALVULA LAVATORIO N.08 S/LADRAO BCA  812   KRONA;Não;17/08/2019
 3917-40-90;5405.0;LUVA SOLD 50mm (2 );Não;19/08/2019
 3917-40-90;5405.0;REGISTRO ESFERA PVC SOLD 20mm   TODOS;Não;19/08/2019
 3917-40-90;5405.0;JOELHO 90 SOLD 20mm (1/2 );Não;19/08/2019
 3917-40-90;5405.0;TE 90 SOLD 20mm (1/2 );Não;19/08/2019
 3917-40-90;5405.0;TE 90 SOLD 25mm (3/4 )   TODOS;Não;19/08/2019
 3917-40-90;5405.0;BUCHA REDUÇAO LONGA SOLD  50 X 25mm;Não;19/08/2019
 3917-40-90;5405.0;BUCHA REDUÇAO CURTA SOLD  25 X 20mm   TODOS;Não;19/08/2019
 3917-40-90;5405.0;JOELHO 45 ESGOTO 100mm   TODOS;Não;20/08/2019
 3917-40-90;5405.0;LUVA BUCHA LATAO 25mm X 3/4;Não;20/08/2019
 3917-40-90;5405.0;JOELHO 45 SOLD 25 mm;Não;22/08/2019
 3917-40-90;5405.0;PLUG ROSCA BCA 1   (32mm);Não;23/08/2019
 3917-40-90;5405.0;TE INTERNO PTO TRIPLO MANGUEIRA 1/2;Não;23/08/2019
 3917-40-90;5405.0;CURVA 90  CURTA ESGOTO 040mm  KRONA;Não;23/08/2019
 3917-40-90;5405.0;ENGATE FLEXIVEL 30cm;Não;26/08/2019
 3917-40-90;5405.0;CAPS SOLD 20mm  (1/2 );Não;29/08/2019
 3917-40-90;5405.0;CAPS SOLD 25mm  (3/4 );Não;29/08/2019
 3917-40-90;5405.0;LUVA LR MARROM 20MMX1/2;Não;29/08/2019
 3917-40-90;5102.0;LUVA SOLD 020MM MRM KRONA - REF 435;Não;30/08/2019
 3917-40-90;5102.0;PLUG ROSCA BCA 12 20mm;Não;30/08/2019
 3917-40-90;5102.0;TE 90 SOLD 20mm 12;Não;30/08/2019
 3917-40-90;5102.0;JOELHO 90 SOLD 20mm 12;Não;30/08/2019
 3917-40-90;5405.0;LUVA BUCHA LATAO 25mm X 1/2    TODOS;Não;31/08/2019
 3917-40-90;5102.0;LUVA CORRER 25 mm;Não;31/08/2019
 3917-40-90;5405.0;JOELHO 90 SOLD 25 mm;Não;02/09/2019
 3917-40-90;5102.0;TE 90 SOLD 25mm 34  TODOS;Não;02/09/2019
 3917-40-90;5405.0;LUVA SOLD 25mm (3/4 );Não;02/09/2019
 3917-40-90;5405.0;JOELHO 90 ESGOTO 050mm;Não;02/09/2019
 3917-40-90;5405.0;REDUÇAO EXCENTRICA ESGOTO 75 X 50mm;Não;02/09/2019
 3917-40-90;5405.0;LUVA REDUÇAO SOLD 25 X 20 MM;Não;02/09/2019
 3917-40-90;5405.0;ADAPTADOR SOLDAVEL CXA D´AGUA LR 25mm X 3/4;Não;02/09/2019
 3917-40-90;5102.0;LUVA SOLD 020MM MRM KRONA  -  REF 435;Não;02/09/2019
 3917-40-90;5405.0;TE 90 LR SOLD ROSCA 25mm X 3/4;Não;03/09/2019
 3917-40-90;5405.0;LUVA ESGOTO 100 MM   TODOS;Não;04/09/2019
 3917-40-90;5405.0;LUVA LR SOLD ROSCA 25mm X 3/4;Não;09/09/2019
 3917-40-90;5405.0;JOELHO 90 SOLD 50mm (2 );Não;09/09/2019
 3917-40-90;5102.0;UNIAO INTERNA PTA MANGUEIRA 3/4;Não;09/09/2019
 3917-40-90;5405.0;JOELHO INTERNO PTO DUPLO MANGUEIRA 3/4;Não;09/09/2019
 3917-40-90;5405.0;BUCHA REDUÇAO LONGA SOLD  40 X 25mm;Não;09/09/2019
 3917-40-90;5405.0;JOELHO INTERNO R. INTERNA MANGUEIRA PTA  1/2;Não;09/09/2019
 3917-40-90;5405.0;JOELHO 90 ESGOTO 100mm;Não;12/09/2019
 3917-40-90;5405.0;ADAPTADOR VALVULA AMER. BCA 1 1/2 (40mm) ADVA;Não;13/09/2019
 3917-40-90;5405.0;JOELHO 90 SOLD 40mm (1 1/2);Não;14/09/2019
 3917-40-90;5405.0;CURVA 90  CURTA ESGOTO 075mm  KRONA;Não;14/09/2019
 3917-40-90;5405.0;TE 90 SOLD 40mm (1 1/2);Não;16/09/2019
 3917-40-90;5405.0;CURVA 90  SOLD 40mm (1 1/2);Não;16/09/2019
 3917-40-90;5405.0;ADAPTADOR CURTO SOLD C/ROSCA 20mm X 1/2;Não;17/09/2019
 3917-40-90;5405.0;CAPS ESGOTO 150mm   KRONA;Não;17/09/2019
 3917-40-90;5405.0;NIPEL PARALELO ROSCA BC 1/2  (20mm)  TODOS;Não;17/09/2019
 3917-40-90;5405.0;CURVA 90 SOLD 32mm (1 )   TODOS;Não;18/09/2019
 3917-40-90;5405.0;ADAPTADOR CX DAGUA BORR VED 50X1.1/2;Não;18/09/2019
 3917-40-90;5405.0;BUCHA REDUÇAO CURTA SOLD  40 X 32mm;Não;19/09/2019
 3917-40-90;5405.0;REDUÇAO TE 90  SOLD 40mm X 25mm;Não;19/09/2019
 3917-40-90;5102.0;CAPS SOLD 20mm 12;Não;26/09/2019
 3917-40-90;5102.0;ENGATE RAPIDO MANGUEIRA 1/2   HERC;Não;26/09/2019
 3917-40-90;5405.0;TE INTERNO PTO TRIPLO MANGUEIRA 3/4;Não;27/09/2019
 3917-40-90;5405.0;LUVA SOLD 40mm (1 1/2);Não;05/10/2019
 3917-40-90;5405.0;JOELHO 90 ESGOTO 075mm;Não;05/10/2019
 3917-40-90;5102.0;TE CURTO ESGOTO REDUÇAO  75mm X 050mm  TODOS;Não;05/10/2019
 3917-40-90;5102.0;ADAPTADOR SOLDAVEL CX D AGUA 20x1/2 KRONA;Não;07/10/2019
 3917-40-90;5102.0;ADAPTADOR INTERNO R. EXTERNA MANG. PTA 1/2;Não;07/10/2019
 3917-40-90;5102.0;VALVULA PIA AMERICANA CROMADA 3.1/2 ASTRA;Não;09/10/2019
 3917-40-90;5405.0;TE 90 BUCHA LATAO 20mm X 1/2;Não;12/10/2019
 3917-40-90;5405.0;JOELHO 90 BUCHA LATAO 20mm X 1/2    KRONA;Não;12/10/2019
 3917-40-90;5405.0;TE 90  LR SOLD ROSCA 25mmX1/2;Não;15/10/2019
 3917-40-90;5405.0;CAIXA SIFONADA GRELHA RED 100X100X50mm   HERC;Não;19/10/2019
 3917-40-90;5405.0;TE CURTO ESGOTO 50X50;Não;19/10/2019
 3917-40-90;5102.0;JOELHO 90 ESGOTO 040mm C/ANEL BORRACHA   KRONA;Não;19/10/2019
 3917-40-90;5405.0;ADAPTADOR INTERNO ROSCA EXT. MANG.  3/4;Não;23/10/2019
 3917-40-90;5102.0;ADAPTADOR ROSCA CX D´AGUA 3/4 BCO;Não;23/10/2019
 3917-40-90;5405.0;CAIXA ELETRICIDADE AMARELA  4 x 4  TRAMONTINA;Não;24/10/2019
 3917-40-90;5405.0;LUVA LR SOLD ROSCA  32mm X 1;Não;26/10/2019
 3917-40-90;5102.0;JOELHO 90 BUCHA LATAO 25mm X 1/2;Não;26/10/2019
 3917-40-90;5405.0;PLUG ROSCA BCA 1/2  (20mm);Não;26/10/2019
 3917-40-90;5405.0;TE CURTO ESGOTO 100mm X 100mm  KRONA;Não;31/10/2019
 3917-40-90;5405.0;JOELHO 45 SOLD 20 mm;Não;31/10/2019
 3917-40-90;5405.0;JOELHO 45 ESGOTO 50mm;Não;31/10/2019
 3917-40-90;5405.0;JUNÇAO 45  SIMPLES ESG. RED 100 X 50mm  KRONA;Não;31/10/2019
 3917-40-90;5405.0;RALO SIFONADO SAIDA LATERAL 100X40mm   DURIN;Não;01/11/2019
 3917-40-90;5102.0;CURVA 90  CURTA ESGOTO 050mm  KRONA;Não;01/11/2019
 3917-40-90;5405.0;LUVA LR SOLD ROSCA 20mm X 1/2   TODOS;Não;02/11/2019
 3917-40-90;5405.0;VALVULA TANQUE N9  1.1/2    KRONA;Não;02/11/2019
 3917-40-90;5405.0;JOELHO 90 LR SOLD ROSCA 25mm X 3/4   DURIN;Não;07/11/2019
 3917-40-90;5405.0;JOELHO 45 ESGOTO 75mm;Não;10/11/2019
 3917-40-90;5405.0;CAPS ESGOTO 40mm;Não;11/11/2019
 3917-40-90;5405.0;ESPUDE PLASTICO BCO VASO SANITARIO BS6  AKROS;Não;13/11/2019
 3917-40-90;5405.0;BUCHA REDUÇAO CURTA SOLD  50 X 40mm;Não;14/11/2019
 3917-40-90;5405.0;CAPS SOLD 32mm  (1 );Não;24/11/2019
 3917-40-90;5102.0;TE 90  REDUÇAO SOLD 50mm X 25mm   TODOS;Não;25/11/2019
 3917-40-90;5102.0;PLUG ROSCA BCA 3/4 (25mm);Não;28/11/2019
 3917-40-90;5102.0;ADAPTADOR ROSCA CX D AGUA 1/2 BCO;Não;28/11/2019
 3917-40-90;5102.0;ADAPTADOR C/ROSCA INTERNA MANG. PTA 3/4 DURIN;Não;28/11/2019
 3917-40-90;5405.0;LUVA PRESSAO ELETRODUTO 25mm;Não;28/11/2019
 3917-40-90;5405.0;CURVA 90 SOLDAVEL 25 MM;Não;30/11/2019
 3917-40-90;5102.0;ADAPTADOR CX DAGUA BORR VED 32mm   DURIN;Não;30/11/2019
 3917-40-90;5405.0;TUBO LIGAÇAO CROMADO AJUSTAVEL;Não;03/12/2019
 3917-40-90;5405.0;TE CURTO ESGOTO REDUÇAO  100mm X 075mm KRONA;Não;06/12/2019
 3917-40-90;5405.0;REDUÇAO EXCENTRICA ESGOTO 100 X 75mm;Não;11/12/2019
 3917-40-90;5405.0;JOELHO 45 ESGOTO 40mm (1 1/2)  KRONA;Não;12/12/2019
 3917-40-90;5405.0;CAPS ESGOTO 100mm;Não;17/12/2019
 3917-40-90;5405.0;TE 90 SOLD 32mm (1 )  KRONA;Não;17/12/2019
 3917-40-90;5405.0;REDUÇAO EXCENTRICA ESGOTO 150 X 100mm;Não;17/12/2019
 3917-40-90;5405.0;LUVA ESGOTO 50 MM;Não;17/12/2019
 3917-40-90;5405.0;BUCHA REDUÇAO LONGA SOLD  50 X 32mm;Não;17/12/2019
 3917-40-90;5405.0;REDUÇAO BUCHA ROSCA BCA 1  X 3/4   TODOS;Não;18/12/2019
 3917-40-90;5405.0;TE INTERNO TRIPLO 1    AMANCO;Não;18/12/2019
 3917-40-90;5102.0;BRACO CHUVEIRO PVC 35 CM KRONA;Não;19/12/2019
 3917-40-90;5102.0;CAPS SOLD 32mm (1 );Não;19/12/2019
 3917-40-90;5405.0;TE 90 SOLD 50mm (2 )   KRONA;Não;19/12/2019
 3917-40-90;5102.0;TE 90 SOLD 25mm (3/4 ) TODOS;Não;02/01/2020
 3917-40-90;5405.0;SIFAO UNIVERSAL FLEXIVEL  EXT 40/50 HERC REF 2603;Não;02/01/2020
 3917-40-90;5102.0;UNIAO INTERNA PE 1;Não;06/01/2020
 3917-40-90;5102.0;REDUÇAO UNIAO INTERNA PTA MANGUEIRA 1 x3/4;Não;06/01/2020
